content,Positive,Neutral,Negative,Sentiment
作为剧中唯一温情部分，,0.53743033,,0.46256967,positive
在充斥的民族性中只有温情与感动。,0.70588761,,0.29411239,positive
最后的温情牌救了老套俗烂的情节，,0.34897014,,0.65102986,negative
而穿插的温情戏也不怎么打动人，,0.45366087,,0.54633913,negative
多了些细腻的温情。,0.55730585,,0.44269415,positive
塞满了温情。,0.52680294,,0.47319706,positive
是男性压抑的温情一面的表达。,0.47410035,,0.52589965,negative
附带温情人文关怀，,0.68882432,,0.31117568,positive
剧情有笑有泪申河均演技发挥稳定李絮美出新高度李光洙好适合这个角色ㅋㅋ傻能卖萌悲能煽情总体来说高于预期非常温情～,0.68961397,,0.31038603,positive
韩式温情一定要这么套路和浮夸嘛？,0.56736242,,0.43263758,positive
韩国温情片的通病，,0.47766112,,0.52233888,negative
拜托真的多看看隔壁日本怎么处理温情题材的细腻和真实感的，,0.64927382,,0.35072618,positive
「61」温情片韩国人果然太会了！,0.70955684,,0.29044316,positive
韩国电影也并非一涉及到温情，,0.50995879,,0.49004121,positive
标准的韩式温情片，,0.6192756,,0.3807244,positive
韩式温情，,0.51141449,,0.48858551,positive
简单的催泪温情更像是隔靴搔痒。,0.43323115,,0.56676885,negative
温情的陪伴,0.67195358,,0.32804642,positive
阳光、温情、清新、治愈、小小的童话般的理想化；小日向文世虽是仅仅露了个脸，,0.58473559,,0.41526441,positive
非常假的日式温情励志……,0.67127934,,0.32872066,positive
还是很温情的电影,0.67550385,,0.32449615,positive
温情的好电影，,0.67049591,,0.32950409,positive
淡淡的温情，,0.53513867,,0.46486133,positive
温情第一，,0.5043783,,0.4956217,positive
一片温情脉脉的战争片。,0.55996744,,0.44003256,positive
在战争的背景下显得温情又突兀。,0.54454816,,0.45545184,positive
理想主义的温情为时代招魂。,0.52181073,,0.47818927,positive
倒像一部温情复古版的谍战片，,0.53510017,,0.46489983,positive
来源自老金文本的改编影视剧中始终有某种温情主义的「希望」，,0.53366906,,0.46633094,positive
喜剧温情路线，,0.52016777,,0.47983223,positive
懦弱而又温情。,0.49154059,,0.50845941,negative
跟导演以往的风格大相径庭温情脉脉娓娓道来作为一部公路片也真的没什么可说的很放松也很颁奖季式的一部片子汉克斯每年稳定产出这类不错的电影也着实不易,0.67317864,,0.32682136,positive
借超英的壳温情了一把。,0.55697607,,0.44302393,positive
也因为没有其他复古片的脉脉温情，,0.47640515,,0.52359485,negative
温情~,0.57018496,,0.42981504,positive
没有了曾经夫妻间的脉脉温情。,0.50680197,,0.49319803,positive
电影讲述的是东北小镇上一对年轻夫妻在经历过生活的各种挫折后依旧相互扶持的温情故事，,0.50516601,,0.49483399,positive
加入的一条亲情线稍微抻缓了节奏但也增添了温情——你的爸爸也许就是超级英雄。,0.63989154,,0.36010846,positive
北海道的天空广袤且温情，,0.5243738,,0.4756262,positive
温情十足。,0.55600108,,0.44399892,positive
还是导演的温情小品，,0.67818383,,0.32181617,positive
一部预想中的那种温情小品，,0.567637,,0.432363,positive
导演总是那么含蓄平淡温情，,0.50872894,,0.49127106,positive
平淡温情，,0.50003943,,0.49996057,positive
那么本片温情脉脉，,0.57460739,,0.42539261,positive
第72届戛纳电影节主竞赛单元入围小城温情小品,0.60202744,,0.39797256,positive
不过电影怪物没那么温情通人性哈哈，,0.71221273,,0.28778727,positive
还好最终还是家庭的温情推倒了偏执的藩篱。,0.46051585,,0.53948415,negative
无尽的孤独和一点可悲的温情……,0.2696155,,0.7303845,negative
那份贯穿始终的温情如同不被浇熄的一团火苗，,0.52958708,,0.47041292,positive
更多感觉到像是保姆般照顾小弟、照料儿子的温情片，,0.50953483,,0.49046517,positive
给奶奶庆生小话剧的温情，,0.54104891,,0.45895109,positive
“生活中需要点错位”他们家人就属导演最没意思哪个景也没抢到相比同类电影这一锅稳火咕嘟得很舒适充满温情,0.46953889,,0.53046111,negative
将硬核的比赛过程、解说和温情好笑的剧情主线搭配得恰到好处，,0.65963662,,0.34036338,positive
实温情，,0.50049461,,0.49950539,positive
一部充满了温情的《心理测量者》。,0.56193306,,0.43806694,positive
温情的昆丁调调,0.50322474,,0.49677526,positive
但为了强行“温情”卖弄小聪明和混淆是非恕不能苟同。,0.38980323,,0.61019677,negative
伊坂幸太郎的小温情。,0.70849551,,0.29150449,positive
可是看完有种细腻的温情感，,0.69610945,,0.30389055,positive
常规日式温情小品，,0.63418045,,0.36581955,positive
伊坂幸太郎的温情向，,0.69023372,,0.30976628,positive
所幸有一句温情的结尾。,0.56901535,,0.43098465,positive
它又温情……,0.43622139,,0.56377861,negative
最多算是个成功的温情familyweekend电影吧。,0.70579265,,0.29420735,positive
纳粹更被温情和幼稚的外衣包裹，,0.43173914,,0.56826086,negative
片尾的温情回马一枪更是余味十足颇有力道。,0.54050095,,0.45949905,positive
也有几分温情所在。,0.55671576,,0.44328424,positive
几分钟里从荒诞、诡异、温情演进到难以承受的悲惨。,0.28293999,,0.71706001,negative
亲生的家庭却反而没有温情和爱。,0.59217859,,0.40782141,positive
又难过又温情又压抑，,0.27311366,,0.72688634,negative
难怪对感情氛围的拿捏这么美丽和温情，,0.64699742,,0.35300258,positive
这是属于一个男人的温情。,0.49955322,,0.50044678,negative
温情的收尾，,0.50008109,,0.49991891,positive
用温情而又鸡飞蛋打的家庭线点缀，,0.52685206,,0.47314794,positive
笑中带泪的日式温情鸡汤小品，,0.6564511,,0.3435489,positive
温情故事只要扎扎实实就很容易让人动容，,0.59466911,,0.40533089,positive
你算是发明了为了温情而温情了。,0.60929099,,0.39070901,positive
搞笑加温情。,0.51193953,,0.48806047,positive
美食加温情，,0.50468222,,0.49531778,positive
温情的三母女这么和谐真好。,0.73088363,,0.26911637,positive
讲出了温情、坚持和成长，,0.54677152,,0.45322848,positive
太温情了，,0.61270773,,0.38729227,positive
温情小剧太强大了，,0.730487,,0.269513,positive
导演只拍下了温情的部分，,0.51492608,,0.48507392,positive
就像一首有点老掉牙的温情脉脉的欧洲田园诗歌，,0.55376324,,0.44623676,positive
依旧细腻感人温情催泪，,0.65486347,,0.34513653,positive
但至少这个电影会让我的心里留下温情的记忆。,0.44342723,,0.55657277,negative
铤而走险不仅在人物线交织中展现出了人性的温情与挣扎，,0.48304766,,0.51695234,negative
也有温情的人性交融，,0.55874891,,0.44125109,positive
人性、贪婪、温情、自我救赎…题材剧本是不错，,0.67823709,,0.32176291,positive
我想主要原因一定是小人物生活中的小温情打动了观众。,0.50390578,,0.49609422,positive
热血中有温情，,0.51483259,,0.48516741,positive
内核藏着一层温情。,0.5001381,,0.4998619,positive
而且尝试加入温情元素调和，,0.57585651,,0.42414349,positive
温情部分有些滥用，,0.54019186,,0.45980814,positive
每个段落都像一个温情又戏谑的梦，,0.44287153,,0.55712847,negative
没想到是以葛大爷角色为核心展开的一个个温情小品，,0.47997171,,0.52002829,negative
喜感中带着温情。,0.61722176,,0.38277824,positive
释然与温情显得多么珍贵而美好（虽然我们不会再在一起，,0.38884288,,0.61115712,negative
阿莫多瓦都奇情改温情不再抓马了……,0.50219855,,0.49780145,positive
如此温情的阿莫多瓦，,0.49450325,,0.50549675,negative
突然又成了温情片。,0.53759879,,0.46240121,positive
看了一部特温情的惊悚片,0.4264271,,0.5735729,negative
也不惊悚也不温情,0.27267265,,0.72732735,negative
无论导演把片头片尾和歌曲做得多么温情怀旧，,0.49621904,,0.50378096,negative
"剧本ok,想打温情牌也没错，",0.70328181,,0.29671819,positive
给了闯祸女配安排了条温情路线，,0.3864212,,0.6135788,negative
但其实这应该是我看过的这个系列中最温情的一部。,0.53680346,,0.46319654,positive
只学到了惊恐之后打温情牌的皮毛剧情无聊冗长沃伦夫妇两个重头角色完全消失全靠小孩子就能驱魔过分敷衍了,0.28407107,,0.71592893,negative
夫妇系列温情大过恐怖。,0.44564949,,0.55435051,negative
是这个故事还是比较温情了，,0.5754077,,0.4245923,positive
而多了许多温情。,0.51399202,,0.48600798,positive
阿基·考里斯马基的无产阶级三部曲英国带着家庭温情，,0.50051939,,0.49948061,positive
软科幻+温情戏很没劲。,0.39507388,,0.60492612,negative
已经从惊悚片转变为温情科幻片，,0.39363583,,0.60636417,negative
让惊悚直接滑向温情的戏码，,0.3400203,,0.6599797,negative
彻底成温情片了,0.7142127,,0.2857873,positive
以及添加的生硬温情元素也是无聊，,0.33026905,,0.66973095,negative
一边寻求在家庭温情等角度上重新诠释整个故事。,0.53962058,,0.46037942,positive
是独特的温情。,0.5034739,,0.4965261,positive
父母辈的温情刻画的恰到好，,0.68849957,,0.31150043,positive
有趣刺激惊险搞笑温情所有好看的元素在一起相得益彰互相衬托，,0.65467959,,0.34532041,positive
那些喊口号式的家庭温情段落真的弱智，,0.30035361,,0.69964639,negative
开始感受到影片中的温情和男人间的友谊（或者说交往方式），,0.66043273,,0.33956727,positive
但看结局编剧还是回归了人性温情和自我和解。,0.508423,,0.491577,positive
精神世界的巨人现实世界的矮子然而你怎么判断当下到底属于哪个世界母亲这条线过于隐晦每次闪回的过场都很“惊悚感”实则是条温情线,0.42861325,,0.57138675,negative
温情脉脉，,0.50204514,,0.49795486,positive
整部电影还算是处处有温情，,0.63563599,,0.36436401,positive
四颗星都给这份温情吧，,0.38103791,,0.61896209,negative
就另辟蹊径讲人性和温情，,0.50263674,,0.49736326,positive
但导演对于家庭温情这方面我还是很喜欢的，,0.72615341,,0.27384659,positive
人与人之间的温情与冷漠……,0.46575292,,0.53424708,negative
但内核还是部温情家庭片～看片尾字幕惊现古天乐～～,0.61674396,,0.38325604,positive
一时竟分不清电影温情故事之外讽刺（或者说猎奇）的究竟是被互联网遗忘的上一代，,0.43284875,,0.56715125,negative
讲了个AI控制全世界然后一家人打败它们拯救世界的故事温情、搞笑又欢腾欢腾的公路片个人觉得非常好看。,0.70307031,,0.29692969,positive
老套却又温情，,0.50178163,,0.49821837,positive
故事内核还是非常传统的子女成长父母认同的冲突和在危难面前团结一致重归于好的家庭温情片。,0.43384082,,0.56615918,negative
温情部分在用心做，,0.66633923,,0.33366077,positive
温情的电影，,0.50743916,,0.49256084,positive
却没有丢弃温情的内核。,0.34097975,,0.65902025,negative
真人动画结合非常完美整部电影不论是剧情画面还是配乐的节奏都掐得正好家庭关系的冲突和温情也并非肤浅的刻画差不多每几分钟都有笑点从非常ChrissyTeigen的邻居、害羞的弟弟、女王陛下的配音、妈妈的变身到穿插整部电影的傻狗狗都实在是太好笑了另外每个爆炸镜头的霓虹粉红粉蓝配色非常美,0.55275433,,0.44724567,positive
温情免不了俗套的剧情，,0.48857068,,0.51142932,negative
还是父女情长的家庭温情，,0.52293686,,0.47706314,positive
满满的家庭温情和对智能家居的深深恶意，,0.46518169,,0.53481831,negative
探索的是一种温情吧,0.58821633,,0.41178367,positive
很简单的故事被讲的搞笑又温情还是值得一个肯定。,0.58589912,,0.41410088,positive
韩国真的很喜欢讲儿童家庭温情的故事。,0.72449643,,0.27550357,positive
一如既往的有温情，,0.56938311,,0.43061689,positive
毫无意义的废话和温情实在是太多，,0.28351708,,0.71648292,negative
大林从温情导演变成了伟大的导演，,0.66438192,,0.33561808,positive
这些看似劝退的特质在最终的真诚和温情倾泻而出的时刻都显得合理了。,0.52886719,,0.47113281,positive
温情不暖，,0.50981444,,0.49018556,positive
但是比以往温情许多，,0.68080863,,0.31919137,positive
当然还有那仅剩的温情。,0.48529252,,0.51470748,negative
慢慢被洗出淳朴的、温情的自我。,0.51801862,,0.48198138,positive
陪儿寒假作业[笑cry]还挺温情的，,0.69724676,,0.30275324,positive
主要还是用笑容做治愈和温情。,0.51032394,,0.48967606,positive
以及这样似乎纯粹温情简单意图的不信任。,0.50761444,,0.49238556,positive
又能重回记忆中平成年代独有的温情感怀，,0.61073929,,0.38926071,positive
